S;1001
G;Unused
I;실버;450000;icon_item_silver
G;Drug
I;HP 회복 소형 엘릭서 ;10;icon_item_HPelixir_Small
I;SP 회복 소형 엘릭서 ;10;icon_item_SPelixir_Small
I;농축 HP포션 LV15;27;icon_item_HP_Alche
I;농축 SP포션 LV15;34;icon_item_SP_Alche
I;농축 이동속도 향상의 포션;19;item_speed_requid_1
I;독 속성 저항력 포션;1;icon_item_Seed_HP1
I;딸기;1;icon_item_Strawberry
I;라프세이프 버섯;6;icon_item_Pinemushroom
I;매두스;19;icon_item_Medus
I;물리 치명타 공격력 증가 포션;1;item_speed_requid_1
I;물리+마법 방어력 포션;3;item_speed_requid_1
I;바루날레샤;2;icon_item_Varnalesa
I;발래리요나스;8;icon_item_Valerijonas
I;보급용 HP포션;11;item_HP_oil_2
I;보급용 SP포션;90;item_SP_requid_2
I;보급용 농축 SP포션 LV15;41;item_SP_requid_3
I;보급용 레드옥스;2;icon_item_Red_Ox
I;보급용 이동속도 증가 포션;3;item_speed_requid_1
I;보급용 작은 HP포션;27;item_HP_oil_1
I;보급용 작은 SP포션;247;item_SP_requid_1
I;보급용 작은 스태미나 알약;26;item_STA_pill_1
I;보급용 작은 회복포션;3;item_HPSP_potion_1
I;보급용 큰 HP포션;2;item_HP_oil_3
I;붉은 케파 조각;3;OnionPiece_Red
I;사체 파편 단지;93;icon_item_potb
I;샌드위치;5;icon_item_sandwich
I;샐러드;5;icon_item_salad
I;스태미나 알약;4;item_STA_pill_2
I;아말라스;1;icon_item_Amalas
I;아비에테;2;icon_item_Aviete
I;알레멧 HP포션;13;item_HP_oil_3
I;알레멧 SP포션;17;item_SP_requid_3
I;여신의 조각상;1;icon_item_farm47_broken_zemina
I;오르샤 워프 주문서;21;GolemMagicItem1
I;웨딩 케이크;1;icon_item_weddingcake
I;정착 지원 포션 Lv2;28;item_speed_requid_3
I;축복이 깃든 씨앗;1;icon_item_event161215_01
I;케이스타스 수호의 포션;1;icon_item_Drug_exDEF1
I;케이스타스 용맹의 포션;3;icon_item_Drug_exATK1
I;케이스타스 회복포션Lv1;2;item_HPSP_potion_1
I;케이스타스 회복포션Lv2;6;item_HPSP_potion_2
I;케이스타스 회복포션Lv4;24;item_HPSP_potion_3
I;큰 스태미나 알약;4;item_STA_pill_3
I;클라페다 워프 주문서;21;GolemMagicItem1
I;특대형 SP포션;2;item_SP_requid_3
I;페디미안 워프 주문서;5;GolemMagicItem1
I;포포리온 고기;21;icon_item_meat_02
I;할로윈 폭죽;1;icon_item_firework
I;LV1 경험치 카드;1;icon_item_expcard
I;LV10 경험치 카드;2;icon_item_expcard
I;LV13 경험치 카드;7;icon_item_expcard
I;LV14 경험치 카드;48;icon_item_expcard
I;LV2 경험치 카드;35;icon_item_expcard
I;LV3 경험치 카드;10;icon_item_expcard
I;레드 오브:붉은 호헨 메이지;1;icon_item_Dreamshade_red
I;보급용 워프 주문서;14;GolemMagicItem1
I;블루 오브:호그마 전사;1;icon_item_Dreamshade
I;은빛 물고기;67;icon_item_fish2
I;예식용 칼;1;icon_item_artefact_Decorative_knife
G;Collection
I;계시록: 대립편 컬렉션;1;icon_item_holyark
I;계시록: 이면편 컬렉션;1;icon_item_holyark
I;몬스터 표본 세트;1;icon_item_box
I;컬렉션: 갈르엣 평야;1;icon_item_box
I;컬렉션: 겔리 고원;1;icon_item_box
I;컬렉션: 관문로;1;icon_item_box
I;컬렉션: 기원의 숲;1;icon_item_box
I;컬렉션: 긴다리 계곡;1;icon_item_box
I;컬렉션: 나뮤 사원터;1;icon_item_box
I;컬렉션: 나하스 숲;1;icon_item_box
I;컬렉션: 네프리타스 벼랑;1;icon_item_box
I;컬렉션: 누오로딘 폭포;1;icon_item_box
I;컬렉션: 드바시아 고개;1;icon_item_box
I;컬렉션: 라다르 숲;1;icon_item_box
I;컬렉션: 람스티스 협곡;1;icon_item_box
I;컬렉션: 루카스 고원;1;icon_item_box
I;컬렉션: 마당 고원;1;icon_item_box
I;컬렉션: 마법사의 탑 1층;1;icon_item_box
I;컬렉션: 마법사의 탑 2층;1;icon_item_box
I;컬렉션: 마법사의 탑 3층;1;icon_item_box
I;컬렉션: 마법사의 탑 4층;1;icon_item_box
I;컬렉션: 마법사의 탑 5층;1;icon_item_box
I;컬렉션: 바르하 숲;1;icon_item_box
I;컬렉션: 베야 골짜기;1;icon_item_box
I;컬렉션: 비석로;1;icon_item_box
I;컬렉션: 비에타 계곡;1;icon_item_box
I;컬렉션: 사크니스 벌판;1;icon_item_box
I;컬렉션: 샤울레이 광산 마을;1;icon_item_box
I;컬렉션: 샤울레이 동쪽 숲;1;icon_item_box
I;컬렉션: 샤울레이 서쪽 숲;1;icon_item_box
I;컬렉션: 셉티니 골;1;icon_item_box
I;컬렉션: 수정광산 2층;1;icon_item_box
I;컬렉션: 수정광산 3층;1;icon_item_box
I;컬렉션: 스라우타스 협곡;1;icon_item_box
I;컬렉션: 스벤티마스 유형지;1;icon_item_box
I;컬렉션: 스팔빈가스 숲;1;icon_item_box
I;컬렉션: 시르드겔라 숲;1;icon_item_box
I;컬렉션: 실라 숲;1;icon_item_box
I;컬렉션: 알레멧 숲;1;icon_item_box
I;컬렉션: 엘고스 수도원 별관;1;icon_item_box
I;컬렉션: 엘고스 수도원 본원;1;icon_item_box
I;컬렉션: 왕릉 1층;1;icon_item_box
I;컬렉션: 왕릉 2층;1;icon_item_box
I;컬렉션: 왕릉 3층;1;icon_item_box
I;컬렉션: 왕릉 5층;1;icon_item_box
I;컬렉션: 왕릉 건축자 예배당;1;icon_item_box
I;컬렉션: 왕릉 노역자 숙소;1;icon_item_box
I;컬렉션: 왕의 고원;1;icon_item_box
I;컬렉션: 이국 사랑;1;icon_item_box
I;컬렉션: 이스토라 유적지;1;icon_item_box
I;컬렉션: 자카리엘 교차로;1;icon_item_box
I;컬렉션: 지마 수코트;1;icon_item_box
I;컬렉션: 카듀멜 절벽;1;icon_item_box
I;컬렉션: 코발트 숲;1;icon_item_box
I;컬렉션: 크란토 연안;1;icon_item_box
I;컬렉션: 크바일라스 숲;1;icon_item_box
I;컬렉션: 큰아귀 길;1;icon_item_box
I;컬렉션: 테넷 성당 지상 1층;1;icon_item_box
I;컬렉션: 테넷 성당 지하 1층;1;icon_item_box
