S;1001
G;Unused
I;실버;1064380;icon_item_silver
G;Drug
I;농축 HP포션 LV15;17;icon_item_HP_Alche
I;농축 SP포션 LV15;18;icon_item_SP_Alche
I;딜겔레;28;icon_item_Dilgele
I;라무넬레;5;icon_item_Ramunele
I;라프세이프 버섯;1;icon_item_Pinemushroom
I;바루날레샤;11;icon_item_Varnalesa
I;발래리요나스;6;icon_item_Valerijonas
I;보급용 이동속도 증가 포션;3;item_speed_requid_1
I;복숭아;18;icon_item_Peach
I;아비에테;34;icon_item_Aviete
I;보급용 작은 스태미나 알약;27;item_STA_pill_1
I;보급용 작은 회복포션;3;item_HPSP_potion_1
I;붉은 케파 조각;3;OnionPiece_Red
I;송편;10;icon_item_Songpyeon
I;오르샤 워프 주문서;10;GolemMagicItem1
I;클라페다 워프 주문서;4;GolemMagicItem1
I;포포리온 고기;13;icon_item_meat_02
I;매두스;27;icon_item_Medus
I;딸기;26;icon_item_Strawberry
I;보급용 작은 SP포션;60;item_SP_requid_1
I;LV1 경험치 카드;105;icon_item_expcard
I;LV2 경험치 카드;215;icon_item_expcard
I;LV3 경험치 카드;448;icon_item_expcard
I;LV4 경험치 카드;45;icon_item_expcard
I;LV5 경험치 카드;48;icon_item_expcard
I;LV6 경험치 카드;36;icon_item_expcard
I;LV7 경험치 카드;26;icon_item_expcard
I;레드 오브:부베 약탈자;1;icon_item_Dreamshade_red
I;레드 오브:유코푸스;1;icon_item_Dreamshade_red
I;보급용 워프 주문서;25;GolemMagicItem1
I;블루 오브:박쥐;1;icon_item_Dreamshade
G;Collection
I;계시록 : 대립편 콜렉션;1;icon_item_holyark
I;몬스터 표본 세트;1;icon_item_box
I;콜렉션:겔리 고원;1;icon_item_box
I;콜렉션:관문로;1;icon_item_box
I;콜렉션:네프리타스 벼랑;1;icon_item_box
I;콜렉션:노바하 공회소;1;icon_item_box
I;콜렉션:노바하 별관;1;icon_item_box
I;콜렉션:덧댄다리 숲;1;icon_item_box
I;콜렉션:렘파라사 연못;1;icon_item_box
I;콜렉션:베야 골짜기;1;icon_item_box
I;콜렉션:비에타 계곡;1;icon_item_box
I;콜렉션:샤울레이 광산 마을;1;icon_item_box
I;콜렉션:샤울레이 동쪽 숲;1;icon_item_box
I;콜렉션:샤울레이 서쪽 숲;1;icon_item_box
I;콜렉션:셉티니 골;1;icon_item_box
I;콜렉션:수정광산 1층;1;icon_item_box
I;콜렉션:수정광산 2층;1;icon_item_box
I;콜렉션:수정광산 3층;1;icon_item_box
I;콜렉션:스라우타스 협곡;1;icon_item_box
I;콜렉션:시르드겔라 숲;1;icon_item_box
I;콜렉션:아샤크 지하감옥 1층;1;icon_item_box
I;콜렉션:아샤크 지하감옥 3층;1;icon_item_box
I;콜렉션:이국 사랑;1;icon_item_box
I;콜렉션:초보자의 무기;1;icon_item_box
I;콜렉션:초보자의 방어구;1;icon_item_box
I;콜렉션:코발트 숲;1;icon_item_box
I;콜렉션:테넷 성당 지상 1층;1;icon_item_box
I;콜렉션:테넷 성당 지상 2층;1;icon_item_box
I;콜렉션:테넷 화원;1;icon_item_box
I;콜렉션:파수꾼의 묘역;1;icon_item_box
I;콜렉션:파우피스 나루;1;icon_item_box
I;콜렉션:크바일라스 숲;1;icon_item_box
I;콜렉션:카롤리스 샘터;1;icon_item_box
I;콜렉션:대왕의 관문;1;icon_item_box
I;콜렉션:람스티스 협곡;1;icon_item_box
I;콜렉션:긴다리 계곡;1;icon_item_box
G;Event
I;특성 포인트 100;10;icon_item_abilitypoint3
I;챌린지 포탈 생성 스크롤(14일);1;icon_item_challengemode_scroll
I;챌린지 포탈 생성 스크롤(14일);1;icon_item_challengemode_scroll
I;챌린지 포탈 생성 스크롤(14일);1;icon_item_challengemode_scroll
I;챌린지 포탈 생성 스크롤(14일);1;icon_item_challengemode_scroll
G;Book
I;낡은 일기;1;icon_item_collection_04Black
I;리디아 샤펜과 럼펠스틸스킨;1;icon_item_collection_02green
I;리디아 샤펜과 플레쳐;1;icon_item_collection_00Basic
I;리디아 샤펜의 교차선;1;icon_item_collection_04Black
I;리디아 샤펜의 오늬;1;icon_item_collection_01Red
I;아트만의 확장;1;icon_item_collection_03Blue
I;찢어진 일기의 일부 1;1;icon_item_paperpiece
I;찢어진 일기의 일부 2;1;icon_item_paperpiece
I;찢어진 일기의 일부 3;1;icon_item_paperpiece
I;찢어진 일기의 일부 4;1;icon_item_paperpiece
I;카듀멜 시대의 갑주;1;icon_item_collection_04Black
I;카롤리스 이야기 2권;1;icon_item_collection_02green
I;카롤리스 이야기 1권;1;icon_item_collection_04Black
G;Recipe
I;제작서-스파이크 메이스;1;icon_item_weapon_misc3
I;제작서-호크 보우;1;icon_item_weapon_misc3
I;제작서-네펜더스 글로브;1;icon_item_gloves_misc3
I;제작서-레드 베리스 글로브;1;icon_item_gloves_misc3
I;제작서-인섹트 건틀릿;2;icon_item_gloves_misc3
I;제작서-추종자의 레더 아머;1;icon_item_shirts_misc3
I;제작서-로카스 로브;1;icon_item_shirts_misc4
I;제작서-마그누스 글로브;1;icon_item_gloves_misc3
I;제작서-그리마 글로브;1;icon_item_gloves_misc1
I;제작서-스케일 글로브;3;icon_item_gloves_misc1
I;제작서-베리스 글로브;2;icon_item_gloves_misc1
I;제작서-산양 뿔;1;icon_item_helm_misc1
G;Premium
I;인스턴스 던전 배수 토큰;2;icon_item_indunexmode
I;[PC방] 염색 1회 50% 할인권;1;icon_item_DyeCoupon_50_pc
I;[PC방] 헤어 1회 50% 할인권;1;icon_item_HairCoupon_50_pc
I;소울 크리스탈;5;icon_item_soulCrystal
G;Gem
I;레드 젬;Lv1;item_icon_circle150
I;레드 젬;Lv1;item_icon_circle150
I;레드 젬;Lv1;item_icon_circle150
I;레드 젬;Lv1;item_icon_circle150
I;레드 젬;Lv1;item_icon_circle150
I;레드 젬;Lv1;item_icon_circle150
I;레드 젬;Lv1;item_icon_circle150
I;레드 젬;Lv1;item_icon_circle150
I;레드 젬;Lv1;item_icon_circle150
I;레드 젬;Lv1;item_icon_circle150
I;레드 젬;Lv1;item_icon_circle150
I;레드 젬;Lv1;item_icon_circle150
I;레드 젬;Lv1;item_icon_circle150
I;레드 젬;Lv1;item_icon_circle150
I;레드 젬;Lv1;item_icon_circle150
I;그린 젬;Lv1;item_icon_Dia150
I;그린 젬;Lv1;item_icon_Dia150
I;그린 젬;Lv1;item_icon_Dia150
I;그린 젬;Lv1;item_icon_Dia150
I;그린 젬;Lv1;item_icon_Dia150
I;그린 젬;Lv1;item_icon_Dia150
I;그린 젬;Lv1;item_icon_Dia150
I;그린 젬;Lv1;item_icon_Dia150
I;그린 젬;Lv1;item_icon_Dia150
I;그린 젬;Lv1;item_icon_Dia150
I;그린 젬;Lv1;item_icon_Dia150
I;그린 젬;Lv1;item_icon_Dia150
I;그린 젬;Lv1;item_icon_Dia150
I;그린 젬;Lv1;item_icon_Dia150
I;그린 젬;Lv1;item_icon_Dia150
